101,0,0.5203632871080257
101,1,0.5123617436564737
101,2,0.49574251375025463
101,3,0.4613489788606234
101,4,0.41918839771301075
101,5,0.3431424625517901
101,6,0.19192696876374835
101,7,0.1748369450873133
101,8,0.3088601135421318
101,9,0.3496622419575795
101,10,0.3764643034303812
101,11,0.39916419079956905
101,12,0.4017368546276469
101,13,0.4160242437131161
102,0,0.528114472267565
102,1,0.48197838247045466
102,2,0.44084095408692375
102,3,0.40596197398219835
102,4,0.3619759745035548
102,5,0.2927441276922005
102,6,0.13204301075268818
102,7,0.1367056856187291
102,8,0.30559414067432755
102,9,0.36792550439730987
102,10,0.42139357868739624
102,11,0.47521826729348554
102,12,0.5145258645004795
102,13,0.5645498319251385
103,0,0.514519672458558
103,1,0.5070013848893188
103,2,0.5117882724292825
103,3,0.513833771169862
103,4,0.48814262300565275
103,5,0.4005586592178771
103,6,0.22920485292834075
103,7,0.24578754578754577
103,8,0.38149495504152653
103,9,0.45412555112324166
103,10,0.4958423159839852
103,11,0.5009380114157985
103,12,0.5211776678246833
103,13,0.522861239445595
104,0,0.35001986491855386
104,1,0.3809310753674414
104,2,0.3500099661152083
104,3,0.33540786841520337
104,4,0.34021383103640074
104,5,0.33541253189679615
104,6,0.30383725498755837
104,7,0.29107222969941676
104,8,0.3329492534447165
104,9,0.3880701891359085
104,10,0.3897035663038533
104,11,0.4204671164363285
104,12,0.4367968232958306
104,13,0.4460826108057767
105,0,0.47161553128791817
105,1,0.47998453844852995
105,2,0.4740159284936687
105,3,0.46056672250139585
105,4,0.4289022298456261
105,5,0.36706452170904685
105,6,0.22302602558447288
105,7,0.25885115606936415
105,8,0.3965322276667923
105,9,0.4476214363347546
105,10,0.4801357763846074
105,11,0.49693777922423743
105,12,0.49700692311696426
105,13,0.49500117343346633
106,0,0.6714203565267395
106,1,0.622820297168489
106,2,0.5488475013829983
106,3,0.5049675453702477
106,4,0.4372722540343571
106,5,0.3068806657750037
106,6,0.13173491379310345
106,7,0.18440613632769254
106,8,0.2678814535553461
106,9,0.31563370473537605
106,10,0.33285269788267435
106,11,0.38603478030001326
106,12,0.41477530640036314
106,13,0.47424322889006904
107,0,0.4957917763523785
107,1,0.4954447573297996
107,2,0.49857403338164474
107,3,0.4501198059727661
107,4,0.3696772658789945
107,5,0.2887270355473421
107,6,0.15220017256255391
107,7,0.13617438158216996
107,8,0.2674210839785587
107,9,0.36085192697768764
107,10,0.42364829198401327
107,11,0.4603678629201366
107,12,0.5016255034208356
107,13,0.5041144448664387
108,0,0.5658710768652508
108,1,0.5309175411205113
108,2,0.5056402307758546
108,3,0.4570976670620799
108,4,0.3846244131455399
108,5,0.28984504703929165
108,6,0.17102876392847888
108,7,0.1332530604053783
108,8,0.22027777777777777
108,9,0.2719052744886975
108,10,0.32355033795802207
108,11,0.41765536723163843
108,12,0.44820295983086683
108,13,0.5489461766242815
109,0,0.3653591890700749
109,1,0.3890917944971999
109,2,0.3928677858349061
109,3,0.39461831841616035
109,4,0.3188920637372255
109,5,0.2826523343909862
109,6,0.17407542357442157
109,7,0.1621371787761139
109,8,0.2806246462224886
109,9,0.3351094724614258
109,10,0.3538539246388524
109,11,0.3572289054414035
109,12,0.3552040907334186
109,13,0.3320391740666604
110,0,0.562475327044282
110,1,0.5424201465462047
110,2,0.5122185025144896
110,3,0.47209291535856235
110,4,0.4241733181299886
110,5,0.35121582634977333
110,6,0.2473049135681053
110,7,0.2982259380097879
110,8,0.38235139924297235
110,9,0.4427759481083448
110,10,0.49378707879741274
110,11,0.5237575515349023
110,12,0.5497674352140953
110,13,0.5671839022925218
